id,marca,nome,categoria,tipo_pele,preocupacao,modo_uso,ingrediente_principal,fps,tamanho_ml,preco_brl,avaliacao,num_avaliacoes,fonte,descricao,imagem_url,link_produto,slug
75,COSRX,Salicylic Acid Daily Gentle Cleanser,Limpeza,Oleosa;Mista,Acne;Oleosidade,Manhã e Noite,Ácido Salicílico,,150,,,,Amazon.com.br,Sabonete de limpeza suave para peles com tendência a acne.,https://placehold.co/400x400?text=salicylic+acid+daily+gentle+cleanser,https://www.amazon.com.br/Salicylic-Gentle-Cleanser-150milliliter-Blemish/dp/B00OZ6W8DW,cosrx-salicylic-acid-daily-gentle-cleanser
76,COSRX,One Step Pimple Clear Pad,Esfoliante,Oleosa;Mista,Acne;Poros Dilatados,Noite,Ácido Salicílico,,70,,,,Época Cosméticos,Lenços esfoliantes pré-embebidos com BHA.,https://placehold.co/400x400?text=one+step+pimple+clear+pad,https://www.epocacosmeticos.com.br/limpador-facial-cosrx-one-step-original-clear-pads/p,cosrx-one-step-pimple-clear-pad
77,Skin1004,Madagascar Centella Ampoule,Sérum,Sensível,Sensibilidade/Rosácea;Textura Irregular,Manhã e Noite,Centella Asiática,,100,,,,Sephora Brasil,Sérum calmante para peles sensíveis e irritadas.,https://placehold.co/400x400?text=madagascar+centella+ampoule,https://www.sephora.com.br/serum-facial-skin1004-centella-madagascar-ampoule-9090770100-9090770100.html,skin1004-madagascar-centella-ampoule
78,Skin1004,Madagascar Centella Toning Toner,Tônico,Sensível,Sensibilidade/Rosácea;Hidratação,Manhã e Noite,Centella Asiática,,210,,,,Sephora Brasil,Tônico calmante para o dia a dia.,https://placehold.co/400x400?text=madagascar+centella+toning+toner,https://www.sephora.com.br/tonico-facial-skin1004-centella-madagascar-toning-9090769511-9090769511.html,skin1004-madagascar-centella-toning-toner
79,Skin1004,Centella Calming Mask,Máscara Facial,Sensível,Sensibilidade/Rosácea,Noite,Centella Asiática,,27,,,,,Máscara em tecido calmante para peles sensíveis.,https://placehold.co/400x400?text=centella+calming+mask,,skin1004-centella-calming-mask
80,Payot,Doctor Payot Sérum Anti-Idade,Sérum,Madura,Rugas e Linhas Finas;Firmeza,Noite,Colágeno,,30,,,,,Sérum antienvelhecimento intensivo.,https://placehold.co/400x400?text=doctor+payot+serum+anti+idade,,payot-doctor-payot-serum-anti-idade
81,Payot,Dermo Sculpt Creme,Hidratante,Madura,Firmeza;Rugas e Linhas Finas,Noite,Peptídeos,,50,,,,,Creme remodelador facial para peles maduras.,https://placehold.co/400x400?text=dermo+sculpt+creme,,payot-dermo-sculpt-creme
82,O Boticário,Nativa SPA Ameixa Creme Facial,Hidratante,Normal;Seca,Hidratação,Manhã e Noite,Óleo de Ameixa,,50,,,,,Creme hidratante facial nutritivo.,https://placehold.co/400x400?text=nativa+spa+ameixa+creme+facial,,o-boticario-nativa-spa-ameixa-creme-facial
83,O Boticário,Photoshow Protetor Solar Facial,Protetor Solar,Todos os tipos,Fotoenvelhecimento,Manhã,Filtro Solar,50,50,,,,,Protetor solar facial com toque seco.,https://placehold.co/400x400?text=photoshow+protetor+solar+facial,,o-boticario-photoshow-protetor-solar-facial
84,Natura,Chronos Sérum Renovador Noturno,Sérum,Madura;Normal,Rugas e Linhas Finas;Firmeza,Noite,Retinol,,30,,,,site oficial Natura,Sérum de renovação celular noturna.,https://placehold.co/400x400?text=chronos+serum+renovador+noturno,https://www.natura.com.br/p/serum-noturno-antioleosidade-e-poros-chronos-30-ml/NATBRA-69723,natura-chronos-serum-renovador-noturno
85,Natura,Chronos Creme Preenchedor de Rugas,Hidratante,Madura,Rugas e Linhas Finas,Manhã e Noite,Ácido Hialurônico,,40,,,,site oficial Natura,Creme preenchedor antirrugas.,https://placehold.co/400x400?text=chronos+creme+preenchedor+de+rugas,https://sites.natura.com.br/p/chronos-preenchedor-de-rugas-35g-todos-os-tipos-de-pele-superconcentrados-59376,natura-chronos-creme-preenchedor-de-rugas
86,Natura,Una Água Micelar,Água Micelar,Todos os tipos,Hidratação,Manhã e Noite,Água Micelar,,200,,,,,Água micelar de limpeza facial.,https://placehold.co/400x400?text=una+agua+micelar,,natura-una-agua-micelar
87,Natura,Chronos Creme para Área dos Olhos,Contorno de Olhos,Madura;Normal,Olheiras;Rugas e Linhas Finas,Manhã e Noite,Cafeína,,15,,,,site oficial Natura,Creme para redução de olheiras e linhas finas.,https://placehold.co/400x400?text=chronos+creme+para+area+dos+olhos,https://www.natura.com.br/p/balm-redutor-de-rugas-para-olhos-chronos-15-g/NATBRA-111332,natura-chronos-creme-para-area-dos-olhos
88,"Quem disse, Berenice?",Água Micelar QDB,Água Micelar,Todos os tipos,Hidratação,Manhã e Noite,Água Micelar,,200,,,,Época Cosméticos,Água micelar demaquilante de limpeza facial.,https://placehold.co/400x400?text=agua+micelar+qdb,https://www.epocacosmeticos.com.br/agua-micelar-quem-disse-berenice-agua-micelar-demaquilante/p,quem-disse-berenice-agua-micelar-qdb
89,"Quem disse, Berenice?",Gel de Limpeza Facial Purificante,Limpeza,Oleosa;Mista,Oleosidade;Acne,Manhã e Noite,Ácido Salicílico,,150,,,,"site oficial Quem Disse, Berenice?",Gel de limpeza para peles oleosas.,https://placehold.co/400x400?text=gel+de+limpeza+facial+purificante,https://www.quemdisseberenice.com.br/gel-de-limpeza-facial-toda-purificada-50g/,quem-disse-berenice-gel-de-limpeza-facial-purificante
90,Simple,Micellar Cleansing Water,Água Micelar,Sensível,Sensibilidade/Rosácea,Manhã e Noite,Água Micelar,,200,,,,Amazon.com.br,Água micelar suave para peles sensíveis.,https://placehold.co/400x400?text=micellar+cleansing+water,https://www.amazon.com.br/Simple-Water-Micellar-Cleansing-Sensitive/dp/B071XCT81N,simple-micellar-cleansing-water
91,Simple,Hydrating Light Moisturizer,Hidratante,Sensível;Normal,Hidratação;Sensibilidade/Rosácea,Manhã e Noite,Glicerina,,50,,,,Amazon.com.br,Hidratante leve para peles sensíveis.,https://placehold.co/400x400?text=hydrating+light+moisturizer,https://www.amazon.com.br/Simple-Hydrating-Moisturiser-12-hour-Moisturisation/dp/B000LQX6XG,simple-hydrating-light-moisturizer
92,Cetaphil,Gentle Skin Cleanser,Limpeza,Sensível;Seca,Sensibilidade/Rosácea;Hidratação,Manhã e Noite,Glicerina,,236,,,,Amazon.com.br,Sabonete de limpeza suave sem sabão.,https://placehold.co/400x400?text=gentle+skin+cleanser,https://www.amazon.com.br/Gentle-Skin-Cleanser-Cetaphil-Unisex/dp/B00LSA8XE6,cetaphil-gentle-skin-cleanser
93,Cetaphil,Moisturizing Cream,Hidratante,Seca;Sensível,Hidratação,Manhã e Noite,Glicerina,,100,,,,Amazon.com.br,Creme hidratante intensivo para peles secas e sensíveis.,https://placehold.co/400x400?text=moisturizing+cream,https://www.amazon.com.br/Cetaphil-Moisturizing-Cream-Sensitive-Fragrance/dp/B0014CV4PS,cetaphil-moisturizing-cream
94,Cetaphil,Oil Control Moisturizer,Protetor Solar,Oleosa;Mista,Oleosidade;Fotoenvelhecimento,Manhã,Filtro Solar,30,50,,,,Época Cosméticos,Hidratante com controle de oleosidade e proteção solar.,https://placehold.co/400x400?text=oil+control+moisturizer,https://www.epocacosmeticos.com.br/hidratante-facial-clareador-cetaphil-oil-control/p,cetaphil-oil-control-moisturizer
95,SkinCeuticals,C E Ferulic,Sérum,Normal;Madura,Manchas;Fotoenvelhecimento,Manhã,Vitamina C,,30,,,,Época Cosméticos,"Sérum antioxidante premium com vitamina C, E e ácido ferúlico.",https://placehold.co/400x400?text=c+e+ferulic,https://www.epocacosmeticos.com.br/c-e-ferulic-skinceuticals-rejuvenescedor-facial/p,skinceuticals-c-e-ferulic
96,SkinCeuticals,Hydrating B5 Gel,Sérum,Todos os tipos,Hidratação,Manhã e Noite,Ácido Hialurônico,,30,,,,Época Cosméticos,Gel hidratante com vitamina B5.,https://placehold.co/400x400?text=hydrating+b5+gel,https://www.epocacosmeticos.com.br/hydrating-b5-skinceuticals-hidratante-facial/p,skinceuticals-hydrating-b5-gel
97,SkinCeuticals,Physical Fusion UV Defense,Protetor Solar,Todos os tipos,Fotoenvelhecimento,Manhã,Filtro Solar,50,48,,,,Época Cosméticos,Protetor solar mineral com cor.,https://placehold.co/400x400?text=physical+fusion+uv+defense,https://www.epocacosmeticos.com.br/physical-fusion-uv-defense-spf-50-skinceuticals-protetor-solar/p,skinceuticals-physical-fusion-uv-defense
98,Adcos,Prevent Sérum Antioxidante,Sérum,Normal;Madura,Fotoenvelhecimento;Manchas,Manhã,Vitamina C,,30,,,,,Sérum antioxidante preventivo.,https://placehold.co/400x400?text=prevent+serum+antioxidante,,adcos-prevent-serum-antioxidante
99,Adcos,Nude Base Hidratante com Cor,Protetor Solar,Todos os tipos,Hidratação;Fotoenvelhecimento,Manhã,Filtro Solar,30,30,,,,,Hidratante com cor e proteção solar.,https://placehold.co/400x400?text=nude+base+hidratante+com+cor,,adcos-nude-base-hidratante-com-cor
100,Adcos,Even Creme Clareador,Hidratante,Normal;Mista,Manchas,Noite,Ácido Kójico,,30,,,,,Creme clareador de manchas noturno.,https://placehold.co/400x400?text=even+creme+clareador,,adcos-even-creme-clareador
101,Dermage,Sun Protect Fluid Colorless,Protetor Solar,Todos os tipos,Fotoenvelhecimento,Manhã,Filtro Solar,60,50,,,,Amazon.com.br,Protetor solar fluido incolor de alta proteção.,https://placehold.co/400x400?text=sun+protect+fluid+colorless,https://www.amazon.com.br/Dermage-Photoage-Water-FPS-50/dp/B08STYKTB1,dermage-sun-protect-fluid-colorless
102,Dermage,Vitamin C Sérum,Sérum,Todos os tipos,Manchas;Fotoenvelhecimento,Manhã,Vitamina C,,30,,,,site oficial Dermage,Sérum antioxidante com vitamina C estabilizada.,https://placehold.co/400x400?text=vitamin+c+serum,https://www.dermage.com.br/improve-c-10-serum-p15710/p,dermage-vitamin-c-serum
103,Isdin,Fusion Water,Protetor Solar,Oleosa;Mista,Fotoenvelhecimento;Oleosidade,Manhã,Filtro Solar,50,50,,,,Época Cosméticos,"Protetor solar em textura água, toque seco.",https://placehold.co/400x400?text=fusion+water,https://www.epocacosmeticos.com.br/protetor-solar-facial-isdin-fusion-water-5-stars/p,isdin-fusion-water
104,Isdin,Fotoprotector Fusion Fluid,Protetor Solar,Todos os tipos,Fotoenvelhecimento,Manhã,Filtro Solar,50,50,,,,Época Cosméticos,Protetor solar fluido de rápida absorção.,https://placehold.co/400x400?text=fotoprotector+fusion+fluid,https://www.epocacosmeticos.com.br/protetor-solar-facial-isdin-fusion-fluid-mineral-fps-50/p,isdin-fotoprotector-fusion-fluid
105,Nuxe,Huile Prodigieuse,Óleo Facial,Seca;Normal,Hidratação;Fotoenvelhecimento,Noite,Óleo Vegetal,,50,,,,Época Cosméticos,"Óleo seco multifuncional para rosto, corpo e cabelo.",https://placehold.co/400x400?text=huile+prodigieuse,https://www.epocacosmeticos.com.br/huile-prodigieuse-nuxe-paris-oleo-corporal/p,nuxe-huile-prodigieuse
106,Nuxe,Creme Fraîche de Beauté,Hidratante,Normal;Mista,Hidratação,Manhã e Noite,Manteiga de Karité,,50,,,,Época Cosméticos,Creme hidratante 48h de textura leve.,https://placehold.co/400x400?text=creme+fraîche+de+beaute,https://www.epocacosmeticos.com.br/hidratante-facial-nuxe-creme-fraiche-de-beaute/p,nuxe-creme-fraîche-de-beaute
107,Avène,Cicalfate+ Creme Reparador,Hidratante,Sensível,Sensibilidade/Rosácea,Manhã e Noite,Sucralfato,,40,,,,Época Cosméticos,Creme reparador para peles irritadas ou fragilizadas.,https://placehold.co/400x400?text=cicalfateplus+creme+reparador,https://www.epocacosmeticos.com.br/creme-facial-reparador-avene-cicalfate/p,avène-cicalfateplus-creme-reparador
108,Avène,Hydrance Aqua-Gel,Hidratante,Sensível;Oleosa,Hidratação;Sensibilidade/Rosácea,Manhã e Noite,Água Termal,,40,,,,,Gel hidratante para peles sensíveis desidratadas.,https://placehold.co/400x400?text=hydrance+aqua+gel,,avène-hydrance-aqua-gel
109,Avène,Tolerance Creme,Hidratante,Sensível,Sensibilidade/Rosácea,Manhã e Noite,Água Termal,,40,,,,,Creme para peles extremamente sensíveis e reativas.,https://placehold.co/400x400?text=tolerance+creme,,avène-tolerance-creme
110,Mary Kay,TimeWise Hidratante Diurno,Protetor Solar,Normal;Madura,Fotoenvelhecimento;Rugas e Linhas Finas,Manhã,Filtro Solar,30,75,,,,site oficial Mary Kay Brasil,Hidratante diurno antienvelhecimento com proteção solar.,https://placehold.co/400x400?text=timewise+hidratante+diurno,https://loja.marykay.com.br/locao-diurna-fps-30-timewise/p,mary-kay-timewise-hidratante-diurno
111,Mary Kay,TimeWise Sérum Reparador Noturno,Sérum,Madura,Rugas e Linhas Finas;Firmeza,Noite,Retinol,,30,,,,site oficial Mary Kay Brasil,Sérum de reparação noturna antienvelhecimento.,https://placehold.co/400x400?text=timewise+serum+reparador+noturno,https://loja.marykay.com.br/gel-de-recuperacao-noturna-timewise/p,mary-kay-timewise-serum-reparador-noturno
112,Granado,Água Micelar Granado,Água Micelar,Todos os tipos,Hidratação,Manhã e Noite,Água Micelar,,200,,,,,Água micelar de limpeza suave.,https://placehold.co/400x400?text=agua+micelar+granado,,granado-agua-micelar-granado
113,Granado,Sabonete Facial Glicerina,Limpeza,Normal;Seca,Hidratação,Manhã e Noite,Glicerina,,90,,,,Body e Beauty,Sabonete facial hidratante em barra.,https://placehold.co/400x400?text=sabonete+facial+glicerina,https://www.bodyebeauty.com.br/granado-sabonete-liquido-glicerina-tradicional-300ml,granado-sabonete-facial-glicerina
114,Racco,Sérum Facial Ácido Hialurônico,Sérum,Todos os tipos,Hidratação,Manhã e Noite,Ácido Hialurônico,,30,,,,site oficial Racco,Sérum hidratante de uso diário.,https://placehold.co/400x400?text=serum+facial+acido+hialuronico,https://racco.com.br/produtos/serum-acido-hialuronico-ciclos-racco-40ml/,racco-serum-facial-acido-hialuronico
115,Racco,Protetor Solar Facial,Protetor Solar,Todos os tipos,Fotoenvelhecimento,Manhã,Filtro Solar,50,50,,,,site oficial Racco,Protetor solar facial de toque seco.,https://placehold.co/400x400?text=protetor+solar+facial,https://racco.com.br/produtos/protetor-solar-facial-fps-30-soleil-racco-40g/,racco-protetor-solar-facial
116,Vult,Água Micelar,Água Micelar,Todos os tipos,Hidratação,Manhã e Noite,Água Micelar,,200,,,,site oficial Vult,Água micelar de limpeza facial e remoção de maquiagem.,https://placehold.co/400x400?text=agua+micelar,https://www.vult.com.br/agua-micelar-facial-200ml/,vult-agua-micelar
117,Vult,Protetor Solar Facial,Protetor Solar,Todos os tipos,Fotoenvelhecimento,Manhã,Filtro Solar,50,50,,,,Amazon.com.br,Protetor solar facial com toque seco.,https://placehold.co/400x400?text=protetor+solar+facial,https://www.amazon.com.br/VULT-PROTETOR-SOLAR-FACIAL-40ml/dp/B0C2ZP91XV,vult-protetor-solar-facial
118,L'Occitane en Provence,Immortelle Creme Divine,Hidratante,Madura,Rugas e Linhas Finas;Firmeza,Manhã e Noite,Óleo de Imortela,,50,,,,OZ Cosmetics Brasil,Creme antienvelhecimento reparador com óleo de imortela.,https://placehold.co/400x400?text=immortelle+creme+divine,https://www.ozcosmetics.com.br/LOccitane/Creme-Immortelle-Divine/175469,loccitane-en-provence-immortelle-creme-divine
119,Kiehl's,Ultra Facial Cream,Hidratante,Normal;Mista,Hidratação,Manhã e Noite,Esqualano,,50,,,,OZ Cosmetics Brasil,Creme hidratante de 24h para todos os tipos de pele.,https://placehold.co/400x400?text=ultra+facial+cream,https://www.ozcosmetics.com.br/Kiehls/Ultra-Facial-Cream/129486,kiehls-ultra-facial-cream
120,Kiehl's,Midnight Recovery Concentrate,Óleo Facial,Seca;Normal,Hidratação;Textura Irregular,Noite,Óleo de Lavanda,,30,,,,OZ Cosmetics Brasil,Óleo facial regenerador noturno.,https://placehold.co/400x400?text=midnight+recovery+concentrate,https://www.ozcosmetics.com.br/Kiehls/Midnight-Recovery-Concentrate/154112,kiehls-midnight-recovery-concentrate
121,Clinique,Dramatically Different Moisturizing Lotion+,Hidratante,Normal;Mista,Hidratação,Manhã e Noite,Ácido Hialurônico,,125,,,,Sephora Brasil,Loção hidratante hipoalergênica de uso diário.,https://placehold.co/400x400?text=dramatically+different+moisturizing+lotionplus,https://www.sephora.com.br/hidratante-dramatically-different-moisturizing-lotion---16680-8654.html,clinique-dramatically-different-moisturizing-lotionplus
122,Clinique,Even Better Clinical Sérum,Sérum,Normal;Madura,Manchas,Noite,Ácido Salicílico,,30,,,,Sephora Brasil,Sérum clareador para manchas e uniformidade do tom de pele.,https://placehold.co/400x400?text=even+better+clinical+serum,https://www.sephora.com.br/serumu-uniformizador-clinique-even-better-dark-spot-9090759797-9090759797.html,clinique-even-better-clinical-serum
123,Estée Lauder,Advanced Night Repair,Sérum,Todos os tipos,Rugas e Linhas Finas;Fotoenvelhecimento,Noite,Hialuronato de Sódio,,30,,,,Sephora Brasil,Sérum reparador noturno best-seller.,https://placehold.co/400x400?text=advanced+night+repair,https://www.sephora.com.br/18659.html,estee-lauder-advanced-night-repair
124,Shiseido,Ultimune Power Infusing Concentrate,Sérum,Todos os tipos,Fotoenvelhecimento;Firmeza,Manhã e Noite,Extrato de Íris,,30,,,,Sephora Brasil,Sérum concentrado de defesa e reparação da pele.,https://placehold.co/400x400?text=ultimune+power+infusing+concentrate,https://www.sephora.com.br/serum-facial-shiseido-ultimune-power-infusing-concentrate-14784-14784.html,shiseido-ultimune-power-infusing-concentrate
125,Bio-Oil,Óleo Multifuncional,Óleo Facial,Seca;Normal,Textura Irregular;Hidratação,Noite,Óleo Vegetal,,60,,,,Beautybox,"Óleo multifuncional para cicatrizes e estrias, também usado no rosto.",https://placehold.co/400x400?text=oleo+multifuncional,https://beautybox.com.br/oleo-multifuncional-bio-oil-805253-p/p,bio-oil-oleo-multifuncional
